epoch,train_loss,val_loss,train_dist_error,val_dist_error
1,23.465317190958046,2.1022368896106056,2.5402921072327262,1.438338768186648
2,0.5404599124441896,0.05367659570510722,0.5228181639435943,0.20548190740514394
3,0.13704868865527392,0.06452627159839819,0.2926538279108819,0.21456582218654885
4,0.20532341994861564,0.07041837708516555,0.36611521623428,0.23697216983669062
5,0.08337360836006964,0.04989586734820989,0.254110594302458,0.19768837037657902
6,0.02857572699157993,0.01687408873949908,0.14433732921787165,0.10757703151830957
7,0.018199013069250966,0.017357722743729914,0.10883898364941166,0.10692567309318496
8,0.01779580191093928,0.01686103846108125,0.10858262446214995,0.10774683288552545
9,0.017508642845477547,0.01687933413450383,0.10893014074425718,0.10753865943959921
10,0.017959500176903214,0.0168730601853083,0.11075856780061627,0.10758560266622827
11,0.01805241110891399,0.016907214878265523,0.11050542082526896,0.10739254277846044
12,0.01759049796553321,0.016941382151004696,0.10907459421323078,0.10727779779059828
13,0.017677466046523507,0.016902202370861347,0.10800185921843015,0.10741390599445863
14,0.017560312091050172,0.016917957707254353,0.10956879715728962,0.10735070263304987
15,0.017311288457485034,0.016865513264394002,0.10881721513949155,0.1076639739811913
16,0.017739751353817747,0.016882998787236116,0.11072194390789286,0.10751504156707732
17,0.017264595543741757,0.016970154522987436,0.10881346290275096,0.10720496467076057
18,0.018052805415348084,0.01692591417919506,0.10988689033786175,0.1073236096003824
19,0.017532918934184728,0.016886255074261634,0.10961280857993994,0.10749550958063976
20,0.017780228811704792,0.016872583623698426,0.11034586952928101,0.10758967914364555
21,0.017886348106915494,0.016882025014824612,0.11001130758324978,0.10752113298936324
22,0.017094119532294623,0.016921136223457076,0.10738501049673034,0.1073395965389969
23,0.01752206523503576,0.01688453451661039,0.1093737953981382,0.1075056772833028
24,0.01776054515760218,0.01689060370876523,0.11028364904572636,0.10747113887928735
25,0.017282702070904588,0.01690064247482079,0.1083571966711163,0.10742080230111918
26,0.017861639495933748,0.016895213861726533,0.11017117557633548,0.10744705903382341
27,0.017503694112147857,0.016886693006766238,0.10982617091972387,0.10749297249169389
28,0.017270856745056334,0.01688812329195255,0.1083214423254322,0.10748481978315952
29,0.017777144724484717,0.016902147793819097,0.11007474548324331,0.10741414511499327
30,0.017518272697187885,0.016919059133973003,0.10900012793643808,0.10734681907025251
31,0.017583005653254297,0.016900450305258934,0.10971234396331887,0.10742166154394465
32,0.017323407351106532,0.01690072070899581,0.10916776173185594,0.10742045562129375
33,0.017328775017568382,0.016912390651904845,0.10858113667499564,0.10737161087103127
34,0.017309117683537482,0.01690120587417902,0.10864799036585121,0.10741829601201144
35,0.01777880378014802,0.016895354372903335,0.10987774916045905,0.10744634654896318
36,0.01726776682093339,0.016900603648675374,0.10805558776838607,0.10742097972345746
37,0.017265937537418567,0.016901405395801403,0.10811277608554468,0.1074174177794417
