epoch,train_loss,val_loss,train_dist_error,val_dist_error
1,15.831125470872124,0.45242769904990693,2.7040561181478227,0.6461603694887303
2,0.556137273248773,0.05596880748200772,0.5481034651541481,0.19822947680950165
3,0.10524206390729346,0.03520697702778809,0.24811992858545467,0.15897369318044008
4,0.07075625997239028,0.015763770955712048,0.21012135630788895,0.10400301351476071
5,0.047050278526715957,0.044827557766615456,0.17324433002037742,0.1841965987166362
6,0.03458278777357488,0.017333711163877552,0.1519006489279171,0.10747511907299953
7,0.03305864670334723,0.017256517102246852,0.14717039451621972,0.10862737115639359
8,0.02636830462291599,0.022024036816029408,0.13108842831831008,0.12044335412445353
9,0.02472423993574735,0.020453725065757978,0.1266187013576206,0.11605540318275566
10,0.023782527651459263,0.03156366913732308,0.12475370720457345,0.14874197120097146
11,0.02130783854510647,0.024024406253401912,0.11796102603784385,0.12623532550103628
12,0.020590503726856776,0.020313122184641326,0.11559588483537729,0.11547902804702076
13,0.019266756959616566,0.020629611255517648,0.11186680745202512,0.11769409121862098
14,0.01876156882475169,0.020406912247747627,0.11035989912839743,0.11622500964509908
15,0.01741170294630451,0.02146467605411117,0.10659376077187328,0.12033884749928517
16,0.018547538376321046,0.017277625153091416,0.10890116178380034,0.10720767514474357
17,0.017600533623879137,0.02172674222001389,0.10565601029811195,0.12110597317788138
18,0.01728593278081177,0.017351886785742062,0.10613113513198523,0.10722799999500389
19,0.016989846937001323,0.01991591530282106,0.10500660524391138,0.11541767273821048
20,0.016559021690259346,0.01773167308419943,0.10436966715338893,0.1075411183175756
21,0.01655094600773562,0.016654237632208795,0.10275919704486768,0.1032332626741324
22,0.01660137509885497,0.01760181067372436,0.10337770642183078,0.10781895602816965
23,0.01592970718912328,0.014090993344338972,0.1014937188583441,0.09493530797424601
24,0.016337442649201082,0.020736703482359203,0.10234233065725515,0.1191186700294267
25,0.015811041687814574,0.01619645548678601,0.10067851129716958,0.10254092147546028
26,0.01641768117557271,0.014270680636834742,0.1019508038370754,0.09619973666632353
27,0.016383160732853147,0.017062229729855237,0.10430313980046171,0.10657673462558148
28,0.016102983776967936,0.016921913459785838,0.10115196424932145,0.10579439741906835
29,0.016089272462188626,0.016466140038153127,0.10241654205817384,0.10309520152522557
30,0.014257020858553843,0.01775238907604075,0.09599574707662717,0.10784558484803385
31,0.015778224165447222,0.01982805041123682,0.10077808364130818,0.11518029245867659
32,0.015074966198648699,0.016234739002451967,0.09929215381987179,0.10265531757874276
33,0.015157503061020336,0.014826449023476287,0.09881269024869505,0.09736736163274566
34,0.014635577589606706,0.01598185025600355,0.09754884352508825,0.10153132298989083
35,0.014777718974759404,0.014959882291506476,0.0970794007943842,0.09835259060361493
36,0.014436317033494434,0.01592118874081035,0.09628858586279349,0.10141489143247034
37,0.013828018102973414,0.01504597048372475,0.09540203632638096,0.09834609325252362
38,0.013951136489598134,0.014496678138957985,0.09490211103290033,0.09697910220320545
39,0.01440342155079872,0.015233196443252599,0.0962471422581627,0.09946435289596443
40,0.0141784441225921,0.013592387660781838,0.09665983227399973,0.09335173177185344
41,0.014041382997942428,0.013750457719190796,0.09498943883580521,0.09412526116887135
42,0.01350315776579201,0.013212029905572756,0.09350848502625292,0.0926316070245273
43,0.013933940133014426,0.01314637608436951,0.09510408765591752,0.09198044896570605
44,0.014452744025391892,0.014888280029617139,0.09622168188658767,0.09821537848728806
45,0.01336994416678485,0.016541446003117667,0.09285232572319409,0.10280334960613678
46,0.013792040966117915,0.01403072354064059,0.09447282121870845,0.09464499687970575
47,0.013750867221873408,0.013222883580558335,0.09433907289474536,0.0923640143070648
48,0.014056296138384472,0.013137541113615925,0.0961814907174141,0.09148645890292836
49,0.013542298364420287,0.014465747387217941,0.09345672691401583,0.0959982189224727
50,0.01403503765027744,0.013684498424183077,0.09586684717633091,0.09309538086848472
51,0.014254668721566185,0.013233552923175827,0.09611617995146364,0.09176197225478158
52,0.012992255562267746,0.013072968933230905,0.09089577114715362,0.09111467937924969
53,0.013767736895491902,0.012847645931057076,0.09336246495334485,0.09006804339031675
54,0.013862712201647484,0.01488346507800604,0.09446458021006264,0.09690372812658993
55,0.012728399373948002,0.017060488809956545,0.09057136165638702,0.10485086256443564
56,0.01289545733648272,0.014972299114981694,0.08992157421839504,0.09761336101080055
57,0.013470499368664174,0.01511932977600329,0.09371745312651887,0.09853485115428469
58,0.012479686666244326,0.014705557459548338,0.08964836057097006,0.09677242721194651
59,0.012655975154270761,0.016036538407206535,0.09074628162688722,0.10157010960045146
60,0.012710194427746173,0.015449251340173963,0.09033115353351964,0.09922545258678607
61,0.012970560091955307,0.01440258509020752,0.09088018976937468,0.09556078821865481
62,0.012850591662926033,0.01646979817592386,0.09103463437800971,0.1031319623562827
63,0.013178961431851592,0.015941404723631803,0.09215498320496501,0.10160118930820208
64,0.012965459221849045,0.01326284393556972,0.09085976784697737,0.09186522651519348
65,0.01305329333693265,0.014829770786993539,0.09237584516929742,0.09746507099315302
